,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Instinct Sanguinaire,Bloody Instinct,28,226,0.12,12%,15.0,1.86,420,2,7.5,0.93
Griffes Sauvages,Wild Claw,174,226,0.77,77%,2.35,1.81,409,3,0.78,0.6
Désintégrateur Magnétique,Magnetic Disintegrator,36,226,0.16,16%,11.0,1.75,396,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,32,226,0.14,14%,11.0,1.56,352,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,31,226,0.14,14%,11.0,1.51,341,0,Gratuit,Gratuit
Frappe Chirurgicale,Accurate Sword,21,226,0.09,9%,16.0,1.49,336,1,16.0,1.49
Le Croque-mort,The Undertaker,24,226,0.11,11%,14.0,1.49,336,1,14.0,1.49
Soif de Sang,Thirsty Dagger,22,226,0.1,10%,15.0,1.46,330,0,Gratuit,Gratuit
Esprit Guerrier,Spirit of the Warrior,19,226,0.08,8%,16.0,1.35,304,1,16.0,1.35
Pillard Féroce,Savage Looter,15,226,0.07,7%,20.0,1.33,300,1,20.0,1.33
Esprit omniprésent,Omnipresent Spirit,16,226,0.07,7%,18.0,1.27,288,2,9.0,0.64
Œil de Lynx,Hawk's Eye,34,226,0.15,15%,8.0,1.2,272,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,18,226,0.08,8%,15.0,1.19,270,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,11,226,0.05,5%,24.0,1.17,264,2,12.0,0.58
Couronne du Roi Nain,Crown of the Dwarf King,20,226,0.09,9%,13.0,1.15,260,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,14,226,0.06,6%,18.0,1.12,252,1,18.0,1.12
Lance Doublée,Dual Spear,27,226,0.12,12%,8.0,0.96,216,0,Gratuit,Gratuit
Adrénaline Arcanique,Arcane Adrenaline,13,226,0.06,6%,16.0,0.92,208,1,16.0,0.92
Aura Légendaire,Legend Aura,5,226,0.02,2%,40.0,0.88,200,3,13.33,0.29
Triple Météore,Trimeteor,6,226,0.03,3%,30.0,0.8,180,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,17,226,0.08,8%,10.0,0.75,170,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,8,226,0.04,4%,19.0,0.67,152,1,19.0,0.67
Griffes Démoniaques,Demon Claws,8,226,0.04,4%,17.0,0.6,136,1,17.0,0.6
Masse de Siège,Siege Mace,8,226,0.04,4%,16.0,0.57,128,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,6,226,0.03,3%,20.0,0.53,120,0,Gratuit,Gratuit
Être de Lumière,Being of Light,6,226,0.03,3%,18.0,0.48,108,1,18.0,0.48
Décharge Élémentaire,Elemental Discharge,6,226,0.03,3%,18.0,0.48,108,1,18.0,0.48
Amulette Omnisciente,Omnipresent Amulet,9,226,0.04,4%,11.0,0.44,99,0,Gratuit,Gratuit
Force Divine,Divine Impetu,8,226,0.04,4%,11.0,0.39,88,0,Gratuit,Gratuit
Le Traqueur,The Stalker,1,226,0.0,0%,18.0,0.08,18,3,6.0,0.03
