,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Sabre Versatile,Versatil Saber,62,180,0.34,34%,11.0,3.79,682,1,11.0,3.79,5.5,1.9
Coup de Mort,Death Helper,55,180,0.31,31%,12.02,3.67,661,1,12.02,3.67,6.01,1.83
Armure d'Immortel,Immortal Breastplate,41,180,0.23,23%,15.22,3.47,624,1,15.22,3.47,7.61,1.74
Parchemin Secret,Secret Scroll,34,180,0.19,19%,18.0,3.4,612,2,9.0,1.7,6.0,1.13
Danse Macabre,Dance of Death,75,180,0.42,42%,8.0,3.33,600,1,8.0,3.33,4.0,1.67
Enchaînement Éclair,Unstoppable Lightning,32,180,0.18,18%,18.0,3.2,576,1,18.0,3.2,9.0,1.6
Explosion Arcanique,Arcane Explosive,48,180,0.27,27%,12.0,3.2,576,1,12.0,3.2,6.0,1.6
Totem du Gardien,Guardian Totem,130,180,0.72,72%,4.3,3.11,559,3,1.43,1.04,1.07,0.78
Chasseresse d'Âmes,Huntress of Souls,29,180,0.16,16%,19.0,3.06,551,1,19.0,3.06,9.5,1.53
Griffes Démoniaques,Demon Claws,30,180,0.17,17%,17.0,2.83,510,1,17.0,2.83,8.5,1.42
Assistance Divine,Sacred Help,25,180,0.14,14%,20.0,2.78,500,2,10.0,1.39,6.67,0.93
Esprit omniprésent,Omnipresent Spirit,26,180,0.14,14%,18.0,2.6,468,2,9.0,1.3,6.0,0.87
Chasseur d'Âmes,Soul Hunter,25,180,0.14,14%,18.4,2.56,460,1,18.4,2.56,9.2,1.28
Aura Légendaire,Legend Aura,11,180,0.06,6%,40.0,2.44,440,3,13.33,0.81,10.0,0.61
Tombeau Rocheux,Rock Tomb,44,180,0.24,24%,10.0,2.44,440,1,10.0,2.44,5.0,1.22
Triple Météore,Trimeteor,14,180,0.08,8%,30.0,2.33,420,0,Gratuit,Gratuit,30.0,2.33
Désintégrateur Magnétique,Magnetic Disintegrator,35,180,0.19,19%,11.0,2.14,385,0,Gratuit,Gratuit,11.0,2.14
Marteleur précis,Precise Hammer,19,180,0.11,11%,18.0,1.9,342,1,18.0,1.9,9.0,0.95
Épé Sainte,Holy Sword,34,180,0.19,19%,10.0,1.89,340,0,Gratuit,Gratuit,10.0,1.89
Force Divine,Divine Impetu,25,180,0.14,14%,13.4,1.86,335,0,Gratuit,Gratuit,13.4,1.86
Œil de Lynx,Hawk's Eye,35,180,0.19,19%,9.14,1.78,320,0,Gratuit,Gratuit,9.14,1.78
Couronne du Roi Nain,Crown of the Dwarf King,24,180,0.13,13%,13.0,1.73,312,0,Gratuit,Gratuit,13.0,1.73
Le Marionnettiste,The Puppeteer,12,180,0.07,7%,20.0,1.33,240,2,10.0,0.67,6.67,0.44
Soif de Sang,Thirsty Dagger,15,180,0.08,8%,15.0,1.25,225,0,Gratuit,Gratuit,15.0,1.25
Masse Colossale,Colossal Mace,17,180,0.09,9%,13.12,1.24,223,0,Gratuit,Gratuit,13.12,1.24
Bâton de Conquête,Conquering Staff,9,180,0.05,5%,24.0,1.2,216,2,12.0,0.6,8.0,0.4
Griffes Sauvages,Wild Claw,95,180,0.53,53%,1.82,0.96,173,3,0.61,0.32,0.46,0.24
Pillard Féroce,Savage Looter,8,180,0.04,4%,20.0,0.89,160,1,20.0,0.89,10.0,0.45
Masse de Siège,Siege Mace,8,180,0.04,4%,16.0,0.71,128,0,Gratuit,Gratuit,16.0,0.71
Être de Lumière,Being of Light,7,180,0.04,4%,18.0,0.7,126,1,18.0,0.7,9.0,0.35
Esprit Guerrier,Spirit of the Warrior,7,180,0.04,4%,16.0,0.62,112,1,16.0,0.62,8.0,0.31
Mental d'Acier,Steel Aura,6,180,0.03,3%,18.0,0.6,108,2,9.0,0.3,6.0,0.2
Astéroïde Fatal,Final Asteroid,1,180,0.01,1%,100.0,0.56,100,0,Gratuit,Gratuit,100.0,0.56
Pluie de Météorites,Meteorites,1,180,0.01,1%,70.0,0.39,70,0,Gratuit,Gratuit,70.0,0.39
Bâton du Conquérant,Staff of Conquered Worlds,6,180,0.03,3%,11.0,0.37,66,0,Gratuit,Gratuit,11.0,0.37
Amulette Omnisciente,Omnipresent Amulet,3,180,0.02,2%,13.67,0.23,41,0,Gratuit,Gratuit,13.67,0.23
Le Traqueur,The Stalker,1,180,0.01,1%,20.0,0.11,20,3,6.67,0.04,5.0,0.03
Décharge Élémentaire,Elemental Discharge,1,180,0.01,1%,18.0,0.1,18,1,18.0,0.1,9.0,0.05
