,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Totem du Gardien,Guardian Totem,27,32,0.84,84%,3.37,2.84,91,3,1.12,0.95,0.84,0.71
Elan de Fureur,Rampage Momentum,6,32,0.19,19%,15.0,2.81,90,2,7.5,1.41,5.0,0.94
Chasseur d'Âmes,Soul Hunter,5,32,0.16,16%,18.0,2.81,90,1,18.0,2.81,9.0,1.41
Épée Obscure,Swords of Darkness,5,32,0.16,16%,17.0,2.66,85,1,17.0,2.66,8.5,1.33
Lame Insatiable,Fast Furious Blade,5,32,0.16,16%,16.0,2.5,80,2,8.0,1.25,5.33,0.83
Enchaînement Éclair,Unstoppable Lightning,4,32,0.12,12%,18.0,2.25,72,1,18.0,2.25,9.0,1.12
Tombeau Rocheux,Rock Tomb,7,32,0.22,22%,10.0,2.19,70,1,10.0,2.19,5.0,1.09
Désintégrateur Magnétique,Magnetic Disintegrator,6,32,0.19,19%,11.0,2.06,66,0,Gratuit,Gratuit,11.0,2.06
Danse Macabre,Dance of Death,8,32,0.25,25%,8.0,2.0,64,1,8.0,2.0,4.0,1.0
Être de Lumière,Being of Light,3,32,0.09,9%,18.0,1.69,54,1,18.0,1.69,9.0,0.84
Bâton de Conquête,Conquering Staff,2,32,0.06,6%,24.0,1.5,48,2,12.0,0.75,8.0,0.5
Chasseresse d'Âmes,Huntress of Souls,2,32,0.06,6%,19.0,1.19,38,1,19.0,1.19,9.5,0.59
Griffes Démoniaques,Demon Claws,2,32,0.06,6%,17.0,1.06,34,1,17.0,1.06,8.5,0.53
Adrénaline Arcanique,Arcane Adrenaline,2,32,0.06,6%,16.0,1.0,32,1,16.0,1.0,8.0,0.5
Triple Météore,Trimeteor,1,32,0.03,3%,30.0,0.94,30,0,Gratuit,Gratuit,30.0,0.94
Masse Colossale,Colossal Mace,2,32,0.06,6%,15.0,0.94,30,0,Gratuit,Gratuit,15.0,0.94
Œil de Lynx,Hawk's Eye,3,32,0.09,9%,9.33,0.88,28,0,Gratuit,Gratuit,9.33,0.88
Coup de Mort,Death Helper,2,32,0.06,6%,13.0,0.81,26,1,13.0,0.81,6.5,0.41
Couronne du Roi Nain,Crown of the Dwarf King,2,32,0.06,6%,13.0,0.81,26,0,Gratuit,Gratuit,13.0,0.81
Le Marionnettiste,The Puppeteer,1,32,0.03,3%,20.0,0.62,20,2,10.0,0.31,6.67,0.21
Pillard Féroce,Savage Looter,1,32,0.03,3%,20.0,0.62,20,1,20.0,0.62,10.0,0.31
Marteleur précis,Precise Hammer,1,32,0.03,3%,18.0,0.56,18,1,18.0,0.56,9.0,0.28
Esprit omniprésent,Omnipresent Spirit,1,32,0.03,3%,18.0,0.56,18,2,9.0,0.28,6.0,0.19
Mental d'Acier,Steel Aura,1,32,0.03,3%,18.0,0.56,18,2,9.0,0.28,6.0,0.19
Esprit Guerrier,Spirit of the Warrior,1,32,0.03,3%,16.0,0.5,16,1,16.0,0.5,8.0,0.25
Soif de Sang,Thirsty Dagger,1,32,0.03,3%,15.0,0.47,15,0,Gratuit,Gratuit,15.0,0.47
Bâton du Conquérant,Staff of Conquered Worlds,1,32,0.03,3%,11.0,0.34,11,0,Gratuit,Gratuit,11.0,0.34
Épé Sainte,Holy Sword,1,32,0.03,3%,10.0,0.31,10,0,Gratuit,Gratuit,10.0,0.31
Griffes Sauvages,Wild Claw,7,32,0.22,22%,1.29,0.28,9,3,0.43,0.09,0.32,0.07
