,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Épé Sainte,Holy Sword,6,20,0.3,30%,10.0,3.0,60,0,Gratuit,Gratuit,10.0,3.0
Lame Insatiable,Fast Furious Blade,3,20,0.15,15%,16.0,2.4,48,2,8.0,1.2,5.33,0.8
Le Marionnettiste,The Puppeteer,2,20,0.1,10%,20.0,2.0,40,2,10.0,1.0,6.67,0.67
Assistance Divine,Sacred Help,2,20,0.1,10%,20.0,2.0,40,2,10.0,1.0,6.67,0.67
Parchemin Secret,Secret Scroll,2,20,0.1,10%,18.0,1.8,36,2,9.0,0.9,6.0,0.6
Œil de Lynx,Hawk's Eye,4,20,0.2,20%,9.0,1.8,36,0,Gratuit,Gratuit,9.0,1.8
Marteleur précis,Precise Hammer,2,20,0.1,10%,18.0,1.8,36,1,18.0,1.8,9.0,0.9
Chasseur d'Âmes,Soul Hunter,2,20,0.1,10%,17.5,1.75,35,1,17.5,1.75,8.75,0.88
Triple Météore,Trimeteor,1,20,0.05,5%,30.0,1.5,30,0,Gratuit,Gratuit,30.0,1.5
Tombeau Rocheux,Rock Tomb,3,20,0.15,15%,10.0,1.5,30,1,10.0,1.5,5.0,0.75
Coup de Mort,Death Helper,3,20,0.15,15%,10.0,1.5,30,1,10.0,1.5,5.0,0.75
Masse Colossale,Colossal Mace,2,20,0.1,10%,13.0,1.3,26,0,Gratuit,Gratuit,13.0,1.3
Faux Assoiffées,Thirsty Scythes,1,20,0.05,5%,25.0,1.25,25,3,8.33,0.42,6.25,0.31
Bâton de Conquête,Conquering Staff,1,20,0.05,5%,24.0,1.2,24,2,12.0,0.6,8.0,0.4
Désintégrateur Magnétique,Magnetic Disintegrator,2,20,0.1,10%,11.0,1.1,22,0,Gratuit,Gratuit,11.0,1.1
Chasseresse d'Âmes,Huntress of Souls,1,20,0.05,5%,19.0,0.95,19,1,19.0,0.95,9.5,0.47
Esprit omniprésent,Omnipresent Spirit,1,20,0.05,5%,18.0,0.9,18,2,9.0,0.45,6.0,0.3
Mental d'Acier,Steel Aura,1,20,0.05,5%,18.0,0.9,18,2,9.0,0.45,6.0,0.3
Être de Lumière,Being of Light,1,20,0.05,5%,18.0,0.9,18,1,18.0,0.9,9.0,0.45
Griffes Démoniaques,Demon Claws,1,20,0.05,5%,17.0,0.85,17,1,17.0,0.85,8.5,0.42
Masse de Siège,Siege Mace,1,20,0.05,5%,16.0,0.8,16,0,Gratuit,Gratuit,16.0,0.8
Griffes Sauvages,Wild Claw,8,20,0.4,40%,2.0,0.8,16,3,0.67,0.27,0.5,0.2
Couronne du Roi Nain,Crown of the Dwarf King,1,20,0.05,5%,13.0,0.65,13,0,Gratuit,Gratuit,13.0,0.65
Amulette Omnisciente,Omnipresent Amulet,1,20,0.05,5%,11.0,0.55,11,0,Gratuit,Gratuit,11.0,0.55
