,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Soif de Sang,Thirsty Dagger,15,222,0.07,7%,15.0,1.01,225,0,Gratuit,Gratuit,15.0,1.01
Esprit omniprésent,Omnipresent Spirit,10,222,0.05,5%,18.0,0.81,180,2,9.0,0.41,6.0,0.27
Force Divine,Divine Impetu,14,222,0.06,6%,12.71,0.8,178,0,Gratuit,Gratuit,12.71,0.8
Épé Sainte,Holy Sword,17,222,0.08,8%,10.0,0.77,170,0,Gratuit,Gratuit,10.0,0.77
Enchaînement Éclair,Unstoppable Lightning,9,222,0.04,4%,18.0,0.73,162,1,18.0,0.73,9.0,0.36
Griffes Sauvages,Wild Claw,91,222,0.41,41%,1.68,0.69,153,3,0.56,0.23,0.42,0.17
Couronne du Roi Nain,Crown of the Dwarf King,11,222,0.05,5%,13.0,0.64,143,0,Gratuit,Gratuit,13.0,0.64
Pillard Féroce,Savage Looter,7,222,0.03,3%,20.0,0.63,140,1,20.0,0.63,10.0,0.32
Masse de Siège,Siege Mace,8,222,0.04,4%,16.0,0.58,128,0,Gratuit,Gratuit,16.0,0.58
Triple Météore,Trimeteor,4,222,0.02,2%,30.0,0.54,120,0,Gratuit,Gratuit,30.0,0.54
Adrénaline Arcanique,Arcane Adrenaline,7,222,0.03,3%,16.0,0.5,112,1,16.0,0.5,8.0,0.25
Bâton de Conquête,Conquering Staff,4,222,0.02,2%,24.0,0.43,96,2,12.0,0.21,8.0,0.14
Amulette Omnisciente,Omnipresent Amulet,3,222,0.01,1%,13.67,0.18,41,0,Gratuit,Gratuit,13.67,0.18
Aura Légendaire,Legend Aura,1,222,0.0,0%,40.0,0.18,40,3,13.33,0.06,10.0,0.04
Décharge Élémentaire,Elemental Discharge,2,222,0.01,1%,18.0,0.16,36,1,18.0,0.16,9.0,0.08
