,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Lance Triplée,Triple Spear,2,48,0.041666666666666664,4%,20.0,0.8333333333333334,40,0,Gratuit,Gratuit
Chasseresse d'Âmes,Huntress of Souls,2,48,0.041666666666666664,4%,19.0,0.7916666666666666,38,1,0.7916666666666666,19.0
Décharge Élémentaire,Elemental Discharge,2,48,0.041666666666666664,4%,18.0,0.75,36,1,0.75,18.0
Griffes Démoniaques,Demon Claws,2,48,0.041666666666666664,4%,17.0,0.7083333333333334,34,1,0.7083333333333334,17.0
Amulette Omnisciente,Omnipresent Amulet,2,48,0.041666666666666664,4%,11.0,0.4583333333333333,22,0,Gratuit,Gratuit
Être de Lumière,Being of Light,1,48,0.020833333333333332,2%,18.0,0.375,18,1,0.375,18.0
Adrénaline Arcanique,Arcane Adrenaline,1,48,0.020833333333333332,2%,16.0,0.3333333333333333,16,1,0.3333333333333333,16.0
Masse de Siège,Siege Mace,1,48,0.020833333333333332,2%,16.0,0.3333333333333333,16,0,Gratuit,Gratuit
Bâton Élémentaire,Earthly Staff,1,48,0.020833333333333332,2%,15.0,0.3125,15,0,Gratuit,Gratuit
Force Divine,Divine Impetu,1,48,0.020833333333333332,2%,11.0,0.22916666666666666,11,0,Gratuit,Gratuit
