,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Bâton de Conquête,Conquering Staff,4,48,0.08333333333333333,8%,24.0,2.0,96,2,1.0,12.0
Esprit omniprésent,Omnipresent Spirit,5,48,0.10416666666666667,10%,18.0,1.875,90,2,0.9375,9.0
Désintégrateur Magnétique,Magnetic Disintegrator,8,48,0.16666666666666666,17%,11.0,1.8333333333333333,88,0,Gratuit,Gratuit
Assistance Divine,Sacred Help,4,48,0.08333333333333333,8%,20.0,1.6666666666666667,80,2,0.8333333333333334,10.0
Épé Sainte,Holy Sword,8,48,0.16666666666666666,17%,10.0,1.6666666666666667,80,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,4,48,0.08333333333333333,8%,20.0,1.6666666666666667,80,1,1.6666666666666667,20.0
Couronne du Roi Nain,Crown of the Dwarf King,6,48,0.125,12%,13.0,1.625,78,0,Gratuit,Gratuit
Masse Colossale,Colossal Mace,7,48,0.14583333333333334,15%,11.0,1.6041666666666667,77,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,7,48,0.14583333333333334,15%,11.0,1.6041666666666667,77,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,5,48,0.10416666666666667,10%,15.0,1.5625,75,2,0.78125,7.5
Soif de Sang,Thirsty Dagger,5,48,0.10416666666666667,10%,15.0,1.5625,75,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,9,48,0.1875,19%,8.0,1.5,72,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,4,48,0.08333333333333333,8%,18.0,1.5,72,1,1.5,18.0
Pluie de Météorites,Meteorites,1,48,0.020833333333333332,2%,70.0,1.4583333333333333,70,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,7,48,0.14583333333333334,15%,10.0,1.4583333333333333,70,1,1.4583333333333333,10.0
Bâton Élémentaire,Earthly Staff,4,48,0.08333333333333333,8%,15.0,1.25,60,0,Gratuit,Gratuit
Triple Météore,Trimeteor,2,48,0.041666666666666664,4%,30.0,1.25,60,0,Gratuit,Gratuit
Le Croque-mort,The Undertaker,4,48,0.08333333333333333,8%,14.0,1.1666666666666667,56,1,1.1666666666666667,14.0
Force Divine,Divine Impetu,5,48,0.10416666666666667,10%,11.0,1.1458333333333333,55,0,Gratuit,Gratuit
Œil de Lynx,Hawk's Eye,6,48,0.125,12%,8.0,1.0,48,0,Gratuit,Gratuit
Frappe Chirurgicale,Accurate Sword,3,48,0.0625,6%,16.0,1.0,48,1,1.0,16.0
Lance Triplée,Triple Spear,2,48,0.041666666666666664,4%,20.0,0.8333333333333334,40,0,Gratuit,Gratuit
Mental d'Acier,Steel Aura,2,48,0.041666666666666664,4%,18.0,0.75,36,2,0.375,9.0
Amulette Omnisciente,Omnipresent Amulet,3,48,0.0625,6%,11.0,0.6875,33,0,Gratuit,Gratuit
Être de Lumière,Being of Light,1,48,0.020833333333333332,2%,18.0,0.375,18,1,0.375,18.0
Masse de Siège,Siege Mace,1,48,0.020833333333333332,2%,16.0,0.3333333333333333,16,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,1,48,0.020833333333333332,2%,11.0,0.22916666666666666,11,0,Gratuit,Gratuit
