,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Couronne du Roi Nain,Crown of the Dwarf King,11,48,0.22916666666666666,23%,13.0,2.9791666666666665,143,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,7,48,0.14583333333333334,15%,20.0,2.9166666666666665,140,1,2.9166666666666665,20.0
Le Croque-mort,The Undertaker,10,48,0.20833333333333334,21%,14.0,2.9166666666666665,140,1,2.9166666666666665,14.0
Destruction Royale,Royal Destroyer,12,48,0.25,25%,11.0,2.75,132,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,13,48,0.2708333333333333,27%,10.0,2.7083333333333335,130,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,16,48,0.3333333333333333,33%,8.0,2.6666666666666665,128,0,Gratuit,Gratuit
Triple Météore,Trimeteor,4,48,0.08333333333333333,8%,30.0,2.5,120,0,Gratuit,Gratuit
Griffes Sauvages,Wild Claw,39,48,0.8125,81%,3.076923076923077,2.5,120,3,0.8333333333333334,1.0256410256410258
Masse Colossale,Colossal Mace,10,48,0.20833333333333334,21%,11.0,2.2916666666666665,110,0,Gratuit,Gratuit
Le Traqueur,The Stalker,6,48,0.125,12%,18.0,2.25,108,3,0.75,6.0
Esprit omniprésent,Omnipresent Spirit,6,48,0.125,12%,18.0,2.25,108,2,1.125,9.0
Bâton Élémentaire,Earthly Staff,7,48,0.14583333333333334,15%,15.0,2.1875,105,0,Gratuit,Gratuit
Coup de Mort,Death Helper,9,48,0.1875,19%,10.0,1.875,90,1,1.875,10.0
Décharge Élémentaire,Elemental Discharge,5,48,0.10416666666666667,10%,18.0,1.875,90,1,1.875,18.0
Œil de Lynx,Hawk's Eye,11,48,0.22916666666666666,23%,8.0,1.8333333333333333,88,0,Gratuit,Gratuit
Force Divine,Divine Impetu,8,48,0.16666666666666666,17%,11.0,1.8333333333333333,88,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,5,48,0.10416666666666667,10%,16.0,1.6666666666666667,80,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,4,48,0.08333333333333333,8%,20.0,1.6666666666666667,80,0,Gratuit,Gratuit
Bâton du Conquérant,Staff of Conquered Worlds,7,48,0.14583333333333334,15%,11.0,1.6041666666666667,77,0,Gratuit,Gratuit
Soif de Sang,Thirsty Dagger,5,48,0.10416666666666667,10%,15.0,1.5625,75,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,3,48,0.0625,6%,25.0,1.5625,75,3,0.5208333333333334,8.333333333333334
Instinct Sanguinaire,Bloody Instinct,4,48,0.08333333333333333,8%,15.0,1.25,60,2,0.625,7.5
Chasseur d'Âmes,Soul Hunter,3,48,0.0625,6%,15.0,0.9375,45,1,0.9375,15.0
Vision Céleste,Heavenly Vision,2,48,0.041666666666666664,4%,22.0,0.9166666666666666,44,2,0.4583333333333333,11.0
Le Marionnettiste,The Puppeteer,2,48,0.041666666666666664,4%,20.0,0.8333333333333334,40,2,0.4166666666666667,10.0
Être de Lumière,Being of Light,2,48,0.041666666666666664,4%,18.0,0.75,36,1,0.75,18.0
Amulette Omnisciente,Omnipresent Amulet,3,48,0.0625,6%,11.0,0.6875,33,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,1,48,0.020833333333333332,2%,20.0,0.4166666666666667,20,1,0.4166666666666667,20.0
Mental d'Acier,Steel Aura,1,48,0.020833333333333332,2%,18.0,0.375,18,2,0.1875,9.0
Adrénaline Arcanique,Arcane Adrenaline,1,48,0.020833333333333332,2%,16.0,0.3333333333333333,16,1,0.3333333333333333,16.0
