,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total,pts par cout moy+1,pts par cout total+1
Hache Frénétique,Berseker Ax,6,22,0.27,27%,14.0,3.82,84,2,7.0,1.91,4.67,1.27
Esprit omniprésent,Omnipresent Spirit,4,22,0.18,18%,18.0,3.27,72,2,9.0,1.64,6.0,1.09
Économe Sagesse du Trésorier,Treasurer's Wisdom,4,22,0.18,18%,17.0,3.09,68,2,8.5,1.54,5.67,1.03
Épé Sainte,Holy Sword,6,22,0.27,27%,10.0,2.73,60,0,Gratuit,Gratuit,10.0,2.73
Le Marionnettiste,The Puppeteer,3,22,0.14,14%,20.0,2.73,60,2,10.0,1.36,6.67,0.91
Triple Météore,Trimeteor,2,22,0.09,9%,30.0,2.73,60,0,Gratuit,Gratuit,30.0,2.73
Parchemin Secret,Secret Scroll,3,22,0.14,14%,18.0,2.45,54,2,9.0,1.23,6.0,0.82
Totem du Gardien,Guardian Totem,22,22,1.0,100%,2.32,2.32,51,3,0.77,0.77,0.58,0.58
Bâton de Conquête,Conquering Staff,2,22,0.09,9%,24.0,2.18,48,2,12.0,1.09,8.0,0.73
Adrénaline Arcanique,Arcane Adrenaline,3,22,0.14,14%,16.0,2.18,48,1,16.0,2.18,8.0,1.09
Amulette Omnisciente,Omnipresent Amulet,3,22,0.14,14%,15.0,2.05,45,0,Gratuit,Gratuit,15.0,2.05
Chasseur d'Âmes,Soul Hunter,2,22,0.09,9%,20.0,1.82,40,1,20.0,1.82,10.0,0.91
Marteleur précis,Precise Hammer,2,22,0.09,9%,18.0,1.64,36,1,18.0,1.64,9.0,0.82
Désintégrateur Magnétique,Magnetic Disintegrator,3,22,0.14,14%,11.0,1.5,33,0,Gratuit,Gratuit,11.0,1.5
Bâton du Conquérant,Staff of Conquered Worlds,3,22,0.14,14%,11.0,1.5,33,0,Gratuit,Gratuit,11.0,1.5
Soif de Sang,Thirsty Dagger,2,22,0.09,9%,15.0,1.36,30,0,Gratuit,Gratuit,15.0,1.36
Couronne du Roi Nain,Crown of the Dwarf King,2,22,0.09,9%,13.0,1.18,26,0,Gratuit,Gratuit,13.0,1.18
Lame Insatiable,Fast Furious Blade,1,22,0.05,5%,16.0,0.73,16,2,8.0,0.36,5.33,0.24
Esprit Guerrier,Spirit of the Warrior,1,22,0.05,5%,16.0,0.73,16,1,16.0,0.73,8.0,0.36
Masse Colossale,Colossal Mace,1,22,0.05,5%,15.0,0.68,15,0,Gratuit,Gratuit,15.0,0.68
Explosion Arcanique,Arcane Explosive,1,22,0.05,5%,12.0,0.55,12,1,12.0,0.55,6.0,0.28
