,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Hache Frénétique,Berseker Ax,25,216,0.12,12%,14.0,1.62,350,2,7.0,0.81
Force Divine,Divine Impetu,30,216,0.14,14%,11.0,1.53,330,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,21,216,0.1,10%,15.0,1.46,315,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,28,216,0.13,13%,10.0,1.3,280,0,Gratuit,Gratuit
Lance Doublée,Dual Spear,32,216,0.15,15%,8.0,1.19,256,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,9,216,0.04,4%,25.0,1.04,225,3,8.33,0.35
Chasseur d'Âmes,Soul Hunter,15,216,0.07,7%,15.0,1.04,225,1,15.0,1.04
Désintégrateur Magnétique,Magnetic Disintegrator,16,216,0.07,7%,11.0,0.81,176,0,Gratuit,Gratuit
Destruction Royale,Royal Destroyer,14,216,0.06,6%,11.0,0.71,154,0,Gratuit,Gratuit
Triple Météore,Trimeteor,5,216,0.02,2%,30.0,0.69,150,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,9,216,0.04,4%,16.0,0.67,144,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,7,216,0.03,3%,20.0,0.65,140,2,10.0,0.33
Lance Triplée,Triple Spear,5,216,0.02,2%,24.0,0.56,120,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,11,216,0.05,5%,11.0,0.56,121,0,Gratuit,Gratuit
Explosion Arcanique,Arcane Explosive,9,216,0.04,4%,12.0,0.5,108,1,12.0,0.5
Le Traqueur,The Stalker,5,216,0.02,2%,18.0,0.42,90,3,6.0,0.14
Vision Céleste,Heavenly Vision,4,216,0.02,2%,22.0,0.41,88,2,11.0,0.2
Parchemin Secret,Secret Scroll,4,216,0.02,2%,18.0,0.33,72,2,9.0,0.17
Esprit Guerrier,Spirit of the Warrior,3,216,0.01,1%,16.0,0.22,48,1,16.0,0.22
Frappe Chirurgicale,Accurate Sword,2,216,0.01,1%,16.0,0.15,32,1,16.0,0.15
Couronne du Roi Nain,Crown of the Dwarf King,2,216,0.01,1%,13.0,0.12,26,0,Gratuit,Gratuit
Faux Assoiffées,Thirsty Scythes,1,216,0.0,0%,25.0,0.12,25,3,8.33,0.04
Masse Colossale,Colossal Mace,2,216,0.01,1%,11.0,0.1,22,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,1,216,0.0,0%,20.0,0.09,20,1,20.0,0.09
Adrénaline Arcanique,Arcane Adrenaline,1,216,0.0,0%,16.0,0.07,16,1,16.0,0.07
