,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Armure d'Immortel,Immortal Breastplate,33,226,0.15,15%,14.0,2.04,462,1,14.0,2.04
Elan de Fureur,Rampage Momentum,29,226,0.13,13%,15.0,1.92,435,2,7.5,0.96
Danse Macabre,Dance of Death,53,226,0.23,23%,8.0,1.88,424,1,8.0,1.88
Hache Frénétique,Berseker Ax,29,226,0.13,13%,14.0,1.8,406,2,7.0,0.9
Bâton Élémentaire,Earthly Staff,27,226,0.12,12%,15.0,1.79,405,0,Gratuit,Gratuit
Force Divine,Divine Impetu,29,226,0.13,13%,11.0,1.41,319,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,21,226,0.09,9%,15.0,1.39,315,0,Gratuit,Gratuit
Enchaînement Éclair,Unstoppable Lightning,15,226,0.07,7%,18.0,1.19,270,1,18.0,1.19
Désintégrateur Magnétique,Magnetic Disintegrator,23,226,0.1,10%,11.0,1.12,253,0,Gratuit,Gratuit
Ascension Divine,Divine Ascent,10,226,0.04,4%,25.0,1.11,250,3,8.33,0.37
Destruction Royale,Royal Destroyer,21,226,0.09,9%,11.0,1.02,231,0,Gratuit,Gratuit
Chasseur d'Âmes,Soul Hunter,15,226,0.07,7%,15.0,1.0,225,1,15.0,1.0
Le Croque-mort,The Undertaker,14,226,0.06,6%,14.0,0.87,196,1,14.0,0.87
Masse de Siège,Siege Mace,12,226,0.05,5%,16.0,0.85,192,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,17,226,0.08,8%,11.0,0.83,187,0,Gratuit,Gratuit
Le Marionnettiste,The Puppeteer,9,226,0.04,4%,20.0,0.8,180,2,10.0,0.4
Lance Doublée,Dual Spear,20,226,0.09,9%,8.0,0.71,160,0,Gratuit,Gratuit
Aura Légendaire,Legend Aura,4,226,0.02,2%,40.0,0.71,160,3,13.33,0.24
Explosion Arcanique,Arcane Explosive,13,226,0.06,6%,12.0,0.69,156,1,12.0,0.69
Épé Sainte,Holy Sword,12,226,0.05,5%,10.0,0.53,120,0,Gratuit,Gratuit
Le Traqueur,The Stalker,5,226,0.02,2%,18.0,0.4,90,3,6.0,0.13
Triple Météore,Trimeteor,3,226,0.01,1%,30.0,0.4,90,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,3,226,0.01,1%,20.0,0.27,60,0,Gratuit,Gratuit
Parchemin Secret,Secret Scroll,3,226,0.01,1%,18.0,0.24,54,2,9.0,0.12
Esprit Guerrier,Spirit of the Warrior,3,226,0.01,1%,16.0,0.21,48,1,16.0,0.21
Vision Céleste,Heavenly Vision,2,226,0.01,1%,22.0,0.19,44,2,11.0,0.1
Masse Colossale,Colossal Mace,2,226,0.01,1%,11.0,0.1,22,0,Gratuit,Gratuit
Glaive Vindicatif,Large Sword of Hate,1,226,0.0,0%,20.0,0.09,20,1,20.0,0.09
Adrénaline Arcanique,Arcane Adrenaline,1,226,0.0,0%,16.0,0.07,16,1,16.0,0.07
Couronne du Roi Nain,Crown of the Dwarf King,1,226,0.0,0%,13.0,0.06,13,0,Gratuit,Gratuit
