,Nom Anglais,nb games valide,total games,ratio,%,pts moy,pts moy total,total point,cout,pts par cout moy,pts par cout total
Le Croque-mort,The Undertaker,5,25,0.2,20%,14.0,2.8,70,1,14.0,2.8
Pluie de Météorites,Meteorites,1,25,0.04,4%,70.0,2.8,70,0,Gratuit,Gratuit
Épé Sainte,Holy Sword,6,25,0.24,24%,10.0,2.4,60,0,Gratuit,Gratuit
Esquive Salvatrice,Evasive Protection,4,25,0.16,16%,15.0,2.4,60,0,Gratuit,Gratuit
Armure d'Immortel,Immortal Breastplate,4,25,0.16,16%,14.0,2.24,56,1,14.0,2.24
Lance Doublée,Dual Spear,7,25,0.28,28%,8.0,2.24,56,0,Gratuit,Gratuit
Couronne du Roi Nain,Crown of the Dwarf King,4,25,0.16,16%,13.0,2.08,52,0,Gratuit,Gratuit
Tombeau Rocheux,Rock Tomb,5,25,0.2,20%,10.0,2.0,50,1,10.0,2.0
Soif de Sang,Thirsty Dagger,3,25,0.12,12%,15.0,1.8,45,0,Gratuit,Gratuit
Pillard Féroce,Savage Looter,2,25,0.08,8%,20.0,1.6,40,1,20.0,1.6
Chasseresse d'Âmes,Huntress of Souls,2,25,0.08,8%,19.0,1.52,38,1,19.0,1.52
Griffes Démoniaques,Demon Claws,2,25,0.08,8%,17.0,1.36,34,1,17.0,1.36
Masse Colossale,Colossal Mace,3,25,0.12,12%,11.0,1.32,33,0,Gratuit,Gratuit
Force Divine,Divine Impetu,3,25,0.12,12%,11.0,1.32,33,0,Gratuit,Gratuit
Masse de Siège,Siege Mace,2,25,0.08,8%,16.0,1.28,32,0,Gratuit,Gratuit
Instinct Sanguinaire,Bloody Instinct,2,25,0.08,8%,15.0,1.2,30,2,7.5,0.6
Triple Météore,Trimeteor,1,25,0.04,4%,30.0,1.2,30,0,Gratuit,Gratuit
Bâton de Conquête,Conquering Staff,1,25,0.04,4%,24.0,0.96,24,2,12.0,0.48
Œil de Lynx,Hawk's Eye,3,25,0.12,12%,8.0,0.96,24,0,Gratuit,Gratuit
Lance Triplée,Triple Spear,1,25,0.04,4%,20.0,0.8,20,0,Gratuit,Gratuit
Être de Lumière,Being of Light,1,25,0.04,4%,18.0,0.72,18,1,18.0,0.72
Frappe Chirurgicale,Accurate Sword,1,25,0.04,4%,16.0,0.64,16,1,16.0,0.64
Bâton Élémentaire,Earthly Staff,1,25,0.04,4%,15.0,0.6,15,0,Gratuit,Gratuit
Amulette Omnisciente,Omnipresent Amulet,1,25,0.04,4%,11.0,0.44,11,0,Gratuit,Gratuit
